"","x"
"374",0.0030163587925758
"375",-0.0377118272016859
"376",0.0165837857566494
"377",0.00141366543251429
"378",-0.00851483373666746
"379",0.0072093653950461
"380",0.00296183274620233
"381",0.0100673393140786
"382",0.00770781191167029
"383",0.0358265380134953
"384",0.110297706198145
"385",0.00376493072145251
"386",0.013956056509653
"387",-0.00227208712796906
"388",0.00658711935860278
"389",0.00566524568095126
"390",0.0620596054808783
"391",0.00885776805251632
"392",-0.00197810206312572
"393",0.0201679503451154
"394",-0.0120319716413585
"395",0.00603750150937538
"396",-0.00985922737950309
"397",0.00493540678142193
"398",0.0503007013492789
"399",0.112157506152584
"400",0.041527749092733
"401",-0.0298296058129487
"402",0.0201912548361193
"403",0.10157703425971
"404",-0.0227343587611723
"405",0.00894637492356369
"406",0.0128723698599454
"407",-0.0853842551641605
"408",-0.0504323586301059
"409",-0.0945990474193451
"410",0.0440033085194376
"411",0.0616067184281413
"412",0.00556733036807072
"413",-0.0521737839723324
"414",0.0302399148083188
"415",-0.0143493395351666
"416",-0.0138951004734512
"417",0.0532826624128117
"418",0.00697857429212022
"419",0.0394579690057358
"420",-0.0587275693311584
"421",0.0277748474116496
"422",-0.0177571189770961
"423",0.0133160165405227
"424",-0.0542435804888109
"425",0.0395034035858374
"426",-0.0145655073202164
"427",-0.00786180258816009
"428",-0.00225308074305687
"429",0.0239488762923021
"430",-0.0168326932309168
"431",0.00962858973967703
"432",0.00881130507065675
"433",-0.00173787978666023
"434",0.0205306759514947
"435",-0.00661764705882353
"436",-0.00225018504811248
"437",-0.0104750882815515
"438",0.000539794877946401
"439",-0.0188976141949407
"440",0.00432278858050627
"441",0.00532319391634981
"442",-0.00485627836611201
"443",-0.00567050274403688
"444",0.00503011956089667
"445",7.6062980147493e-05
"446",-0.000608457560085149
"447",-0.00171993911719938
"448",-0.0440636101666488
"449",-0.0347225545081902
"450",-0.111913417052214
"451",0.06677582004577
"452",0.0246616436444816
"453",-0.00765957446808511
"454",0.0149399656946827
"455",0.00579675854726124
"456",-0.00614981348926298
"457",-0.0085040914316629
"458",0.0144769375053287
"459",-0.0118163176118602
"460",-0.000289159905427632
"461",-0.0021948480620682
"462",-0.0195413078693836
"463",-0.0125219569035984
"464",0.0197784392116804
"465",-0.00789264619529539
"466",-0.000626686395682851
"467",-0.000731592607431017
"468",0.014293932051528
"469",-0.00099678622372702
"470",0.00672641882709161
"471",-0.00480177717019832
"472",-0.00673088480228019
"473",-0.00499593755942397
"474",0.00644567219152841
"475",-0.0145868217990988
"476",0.00800574591829573
"477",-0.00382336073408514
"478",0.00303553671429321
"479",-0.00358292025393523
"480",0.000226919652987477
"481",0.005566995916373
"482",0.0428663161000329
"483",0.0183222113128422
"484",-0.0101810694208392
"485",0.0120523700242698
"486",0.00362159252190089
"487",0.0207408852261829
"488",-0.00939535328120767
"489",0.00268458533605536
"490",-0.0253310674319427
"491",-0.0019738790012173
"492",0.00311500807594684
"493",-0.000328606871169751
"494",-0.00491428759265634
"495",0.00411271141649031
"496",-1.64492622505731e-05
"497",0.00572443742597713
"498",-0.00457965325482492
"499",-0.00492934604009201
"500",-0.0142007926023778
"501",-0.00132328308207699
"502",0.0113215142315627
"503",0.00119410906196085
"504",-0.00332957858468061
"505",0.00899163993551296
"506",-0.00225670422349609
"507",-0.00110613990193339
"508",0.00157014412270271
"509",0.00495057674219047
"510",0.0109361401665051
"511",-0.00527897344270283
"512",0.000963422599608151
"513",-0.00432307215452124
"514",0.00462037552839391
"515",-0.00208754648052706
"516",0.00996927502124603
"517",0.00245962652513023
"518",-0.00335754640839393
"519",0.00210553593987896
"520",0.0378200155159038
"521",-0.00985797047280888
"522",-0.00020447002941222
"523",0.00372840826857126
"524",0.000203752174662626
"525",0.00589193932556097
"526",-0.00367647058823532
"527",-0.00695790856213636
"528",-0.00837650170836556
"529",-0.00276282570380605
"530",0.00442639917204058
"531",0.0347478718513703
"532",-0.00261968594408278
"533",-0.00162816416810019
"534",0.00664635834948758
"535",0.0301085129145653
"536",0.0255341246290802
"537",-0.00182289029383254
"538",0.0352634248858612
"539",-0.0236181889455116
"540",-0.000731277154041369
"541",0.0485005022241356
"542",0.0190228547967702
"543",-0.0733279613215149
"544",0.0236521739130435
"545",0.000948578547966869
"546",0.0141869050481619
"547",-0.0147834091099272
"548",0.00669573341638122
"549",0.0138086198411025
"550",-0.0111793833307905
"551",0.00559677939711886
"552",-0.0172548472590319
"553",-0.000738080706286435
"554",0.00612207212965733
"555",0.00560481138468477
"556",0.0386921057434473
"557",-0.0123538555112523
"558",0.0244009251276155
"559",0.00297913271167876
"560",-0.0250143186328702
"561",0.00602467246820307
"562",0.0139326453014666
"563",-0.0068839900356253
"564",-0.00476049196245546
"565",0.00237130584425263
"566",-0.00546137832211313
"567",-0.00878075302433062
"568",0.00072678404914702
"569",0.00356276635104214
"570",0.0140912380354193
"571",0.015228426395939
"572",0.0202254641909814
"573",-0.00295092622684431
"574",0.0013168531122063
"575",-0.020820583601349
"576",0.00489361702127653
"577",0.602490472157527
"578",-0.000801010759969303
"579",0.0115619834710744
"580",-0.00802294136389998
"581",-0.0305723251274534
"582",-0.00281211503334603
"583",0.00435360471654702
"584",-0.000729524536624592
"585",0.0101189314000968
"586",0.0101100083199569
"587",0.0102084962643726
"588",0.0180693619719818
"589",0.01119605225903
"590",-0.0023920191361531
"591",0.00399358460304733
"592",0.00424128180961353
"593",0.0189852778595234
"594",0.0134877767023635
"595",0.0391392748220942
"596",0.00302387975631081
"597",0.00893345352978568
"598",0.01400291483269
"599",0.0375212162796577
"600",0.0247058823529412
"601",0.0414472924408454
"602",0.0198238747553817
"603",-0.0077331951720301
"604",0.021975117643267
"605",0.0152517677038456
"606",0.0642593984728841
"607",0.0043374197314653
"608",0.0433380027086251
"609",0.0239221388419991
"610",-0.0774349403949009
"611",0.0572773220257017
"612",0.00404968957957974
"613",-0.0289890499391664
"614",0.016975529376763
"615",0.0201127438846007
"616",0.0473905682125269
"617",0.0405810990121948
"618",0.0418372355444457
"619",-0.000927675323350634
"620",0.032226543509966
"621",0.0703907615069067
"622",0.0704960950390495
"623",-0.0320472508908864
"624",-0.0349469214437368
"625",-0.0759933119197431
"626",0.0632336344458785
"627",0.0209156298426176
"628",-0.0385614262902066
"629",0.0509723578422873
"630",0.0506666550890248
"631",0.0243802660341572
"632",0.0278581196374332
"633",-0.0104746767135653
"634",0.0700574293238569
"635",0.0642290585618977
"636",-0.0646573491357543
"637",0.0424814941689877
"638",0.00416468730913333
"639",0.0425981454013852
"640",0.0231410879688859
"641",-0.114462250498503
"642",0.0200699624582504
"643",-0.102177548255636
"644",-0.00913983578720588
"645",0.0292326077394832
"646",0.0622916187919031
"647",-0.045424184231899
"648",0.0324937878938475
"649",0.0493265254256867
"650",-0.0299917800578332
"651",0.0138611988575103
"652",0.00401867171146177
"653",-0.0430807652856442
"654",-0.0268871075484302
"655",-0.0389925008281418
"656",0.0697036018788078
"657",-0.00878579054644283
"658",-0.0090555868897662
"659",-0.0295691699604743
"660",-0.0128544023069497
"661",0.0383845719024768
"662",0.0102318151836164
"663",0.0234383911328229
"664",0.00574942352036896
"665",-0.00463132795304471
"666",-0.0398066675880285
"667",0.023972972432681
"668",-0.0203505511282219
"669",-0.0709209681983586
"670",-0.00902597541880267
"671",0.0317790832074319
"672",-0.0182175193629323
"673",-0.0524615384615386
"674",-0.114074254478541
"675",-0.0267422148235258
"676",0.169166954356673
"677",0.0326415204076611
"678",-0.0212984424755758
"679",0.272019796457709
"680",-0.0751806172306751
"681",0.063150764830947
"682",-0.0251268020401589
"683",0.00289730891557867
"684",-0.0717745614098601
"685",-0.0148244929797193
"686",0.0550279296434269
"687",0.0454335663548458
"688",-0.0308176032906568
"689",0.00880672244010642
"690",0.0487850542769982
"691",-0.0435055025062306
"692",-0.0119630094525707
"693",0.0322678617726582
"694",0.0252312505830601
"695",0.135143175120917
"696",-0.00655775106443984
"697",0.0546238307750558
"698",0.00712135435211855
"699",-0.0232670938485227
"700",0.030567189182721
"701",0.0612978885218492
"702",0.0595845356454193
"703",0.0481337119256582
"704",0.0640640122941434
"705",-0.0371869647734111
"706",0.0505008497739144
"707",-0.0205949185470971
"708",-0.0416564447279329
"709",0.0135772310152813
"710",-0.0255976677787373
"711",-0.0120933401464827
"712",0.0224887556221889
"713",0.0125830889540566
"714",0.0406758553779543
"715",0.0111246906909275
"716",-0.00359633027522942
"717",-0.000969081467295235
"718",0.010340751732099
"719",0.0488051284039417
"720",-0.00370080452272243
"721",0.0353471643263393
"722",0.0430127699760115
"723",-0.060226475801285
"724",-0.00514839816859813
"725",-0.0276261605473352
"726",-0.0146145723336853
"727",0.0414370187546108
"728",0.00173303467369123
"729",-0.0592926745931171
"730",-0.00359540229885065
"731",-0.0191493092405799
"732",-0.00955929396710686
"733",-0.0109719952882167
"734",-0.0742462516688599
"735",-0.156905263376322
"736",0.150633768151612
"737",-0.00361228014823444
"738",-0.00175499327789283
"739",0.102159426016877
"740",-0.0463146341463414
"741",-0.00973118403318581
"742",-0.0657505307252471
"743",0.000425711892565914
"744",0.0465099571429755
"745",-0.0312410061969777
"746",0.0683481375084832
"747",-0.00884998647883301
"748",0.0810560373118769
"749",-0.0025190476190476
"750",-0.00774092833852903
"751",0.0437840841570464
"752",0.0128624106937083
"753",-0.000477836356975697
"754",-0.0192864996778754
"755",-0.0216226128658608
"756",0.0249594290649229
"757",0.00994203757372613
"758",0.0142127302606699
"759",0.0403367231638418
"760",0.0360726318510522
"761",-0.00409891918524812
"762",0.0136821052631578
"763",0.129805046324084
"764",0.0339705882352941
"765",0.0345487839567629
"766",-0.0215547684963217
"767",0.0107487222719848
"768",-0.0279587829501815
"769",-0.00349660350375409
"770",0.0232435903875547
"771",0.0499806276636963
"772",0.00597084703878701
"773",-0.00328804320764291
"774",-0.0164961157692276
"775",-0.0644362757133012
"776",0.0315106697578287
