"","x"
"1",0.0693496543525164
"2",-0.00341760685168415
"3",-0.0235921166797505
"4",0.00482396750169268
"5",0.00151604480754647
"6",-0.00458329829282652
"7",0.00164744645799018
"8",-0.0129892037786775
"9",-0.00619552213296868
"10",0.00838385141235646
"11",0.00524430800716304
"12",0.0198498536709504
"13",-0.00453316697858172
"14",0.0060995989304812
"15",-0.0140769039116352
"16",-0.00269553131449275
"17",0.00236496473668653
"18",-4.21318727617059e-05
"19",-0.00189601415690578
"20",-0.0140993710160833
"21",-0.0143010062085207
"22",-0.0288866686938013
"23",0.0102433351225621
"24",4.42771751163132e-05
"25",-0.00571150270078819
"26",0.0017811818141337
"27",0.00226696892919052
"28",-0.00705162320383184
"29",0.0232703559783823
"30",0.000349192492361469
"31",-0.00196352212234932
"32",0.00419708827001271
"33",-0.000957812704079406
"34",0.0174314725236414
"35",0.000556816721634452
"36",0.0145119863013699
"37",0.0629562428794463
"38",-0.00658965503552855
"39",-0.00391608391608388
"40",-0.0117944397641112
"41",-0.000811918970486815
"42",-0.0059724535814407
"43",0.0116079457205919
"44",-0.012040404040404
"45",-0.0183216096842795
"46",0.00999833361106485
"47",0.00230984985975913
"48",0.0353497942386831
"49",-0.00985730752414639
"50",0.033840472080607
"51",0.0243845616214956
"52",-0.0181942233340915
"53",-0.0160991429233263
"54",0.00824014125956443
"55",0.0143607705779334
"56",0.0425874769797423
"57",-0.00662397880326787
"58",-0.0139290212639846
"59",0.0179953414982344
"60",-0.00450234343285245
"61",0.0627247451343838
"62",0.026371786374577
"63",0.060938721408422
"64",-0.0611225012813943
"65",-0.0190050498157499
"66",-0.00629543320232341
"67",-0.0221211060553027
"68",0.00429522514138445
"69",-0.0102288117470953
"70",-0.00756184509020189
"71",0.0159283044882261
"72",-0.0095714285714286
"73",0.00205538727823451
"74",-0.00179927309367016
"75",0.042287032697646
"76",0.00200608743774206
"77",0.0144632378322402
"78",0.00108884276429954
"79",0.00526834573943786
"80",-0.0188328374357587
"81",-0.00585823081429404
"82",-0.0114388713646921
"83",-0.012833549563449
"84",0.00387170106205389
"85",-0.00590899440945445
"86",0.0162306460224239
"87",-0.00959686175615568
"88",-0.0110337023022244
"89",0.00103701054890048
"90",-0.0640137172251197
"91",0.0214105793450882
"92",-0.00926652467959503
"93",0.0257967188383935
"94",-0.0185668590757014
"95",-0.0085037836217876
"96",0.00566743491895568
"97",-0.0139384603824625
"98",-0.0124209403337651
"99",-0.00729166666666661
"100",-0.13726633243947
"101",0.0241001846930042
"102",0.0361572974399578
"103",-0.011504499915096
"104",-0.00730083744900145
"105",-0.00839281851611507
"106",-0.0787487456917238
"107",0.0595283197575298
"108",0.0137665936620034
"109",-0.00445306644327848
"110",0.0254650132860939
"111",-0.00405959835888576
"112",-0.0052903169853867
"113",0.00592876760102888
"114",-0.0109642470205851
"115",0.00766803961090176
"116",-0.0118276296908292
"117",0.0182178217821782
"118",0.019966290678076
"119",0.0223719333926529
"120",8.28878113473838e-05
"121",0.0117276532261406
"122",-0.022077496518391
"123",-0.000963350785340271
"124",0.00997819889317456
"125",-0.0182648401826484
"126",-0.0240169133192389
"127",0.000823152239840559
"128",-0.00177481494307604
"129",-0.00377276669557678
"130",0.0157140991598834
"131",0.00188566040970257
"132",-0.00384977329112844
"133",-0.00274819649604941
"134",-0.0212280399586635
"135",0.0174651357177423
"136",-0.00441023867173993
"137",0.0217580126813169
"138",0.00263527011518671
"139",-0.00508711687651019
"140",-0.004729643359325
"141",0.027442418015241
"142",-0.0129172048835369
"143",0.00105534214192241
"144",0.00506030193134864
"145",-0.000251741210036092
"146",0.00688265905657204
"147",-0.000208402800933573
"148",0.00450243882102799
"149",0.0236148578543266
"150",-0.0107038598767434
"151",-0.00434426229508198
"152",0.00580390219807358
"153",0.0070390832821772
"154",0.0119884585687
"155",-0.0105614006907077
"156",0.0186695888631845
"157",0.00908402725208176
"158",0.00679117147707979
"159",0.0330993372289109
"160",0.0358349466651482
"161",-0.028841572910177
"162",0.000641509433962324
"163",0.0225138590338272
"164",-0.00874087187430849
"165",0.0263050191613647
"166",0.0105858468677495
"167",0.0198378533505526
"168",0.00239192373984314
"169",0.00747447099694703
"170",0.0296412399860675
"171",0.0286864449781806
"172",0.0394291163800191
"173",0.0412237408251077
"174",-0.043328978153201
"175",0.046403049070986
"176",0.108510896618709
"177",0.106486678897073
"178",0.0146003464488987
"179",-0.0555853658536586
"180",-0.0338834224322719
"181",0.0286562057258949
"182",-0.0285335620176191
"183",0.015247572425969
"184",-0.111690775432772
"185",-0.0710090763481046
"186",0.0743614303959132
"187",0.00469553329965225
"188",-0.00993877007720299
"189",-0.0351946461115592
"190",0.0308425974669432
"191",0.0108143831295624
"192",-0.00297185651876727
"193",-0.0270648901606605
"194",-0.0123157991483105
"195",0.0142994509755266
"196",-0.0100611620795108
"197",-0.00219332118253986
"198",-0.00619195046439629
"199",0.0248598130841122
"200",0.0717064867165176
"201",0.0159400970020138
"202",-0.00265222368016971
"203",0.041988579106483
"204",0.0124113475177305
"205",-0.0376267048771427
"206",-0.00738943421197752
"207",0.00491666666666662
"208",0.00610885369157209
"209",0.0659651629210396
"210",-0.00113404984664553
"211",0.0185266417236486
"212",0.0613330631064271
"213",-0.0013128371604526
"214",-0.00647721025837133
"215",0.0896603156274056
"216",-0.0355006071310299
"217",-0.00695859180076458
"218",0.0234654127192679
"219",0.0456296029368708
"220",-0.0221853662739353
"221",0.00337026675771521
"222",0.0168386388583974
"223",-0.0040589848219876
"224",-0.0413405883500618
"225",-0.0122337298177378
"226",-0.00661614889769004
"227",0.0196119100294985
"228",0.0300838550731189
"229",0.000219423355421876
"230",-0.0799183924183923
"231",0.0126606423308934
"232",-0.00654548879261638
"233",0.028321562307437
"234",-0.0136901057871811
"235",0.00560813179109717
"236",0.0123387940048798
"237",-0.000596795666345425
"238",-0.00801561782269167
"239",0.00449167650667963
"240",-0.00117552149360389
"241",-0.00569991230904133
"242",0.0654489753289855
"243",-0.0100856078593678
"244",-0.00893407270486753
"245",-0.000865935432301582
"246",-0.00177781728482858
"247",-0.0337941628264209
"248",-0.002857077025875
"249",-0.00633130762298683
"250",-0.168592888868218
"251",0.0871814952591391
"252",-0.0263442243375354
"253",0.0169899064630344
"254",-0.0249941541739198
"255",0.115303648040078
"256",-0.0218856023319158
"257",-0.0646831794420832
"258",0.0120135805693393
"259",0.0401290322580645
"260",-0.0289046024066494
"261",0.000357690342360867
"262",0.00830055677580835
"263",-0.0384508219559766
"264",-0.0024498827744264
"265",-0.000580965458962785
"266",-0.0277704380912117
"267",0.00918603071069438
"268",0.00430883580642561
"269",-0.010886761590647
"270",0.051833979450755
"271",-0.00899507719271118
"272",-0.0235630689206762
"273",0.00546025996164503
"274",-0.0168216376592758
"275",0.00414937759336105
"276",0.0154556187614039
"277",-0.000554909629003223
"278",0.010099674801047
"279",0.0234262531082319
"280",0.0398721227621483
"281",-0.0187904277035834
"282",0.0212307306680036
"283",0.0190957734033675
"284",0.0144267822736031
"285",-0.00111588594221128
"286",0.0397889332572731
"287",0.00251451561285608
"288",-0.00230299160890184
"289",-0.0401782653411038
"290",0.00945305617067879
"291",-0.00094352974477515
"292",0.0172592907399537
"293",0.00526865498433325
"294",0.00140838566678984
"295",0.00624812671477643
"296",-0.00769865273577127
"297",-0.0293017456359102
"298",-0.00378220224077636
"299",-0.0273400191021967
"300",-0.0276666257518106
"301",0.0180771561300748
"302",0.0222448169824421
"303",-0.00249872637733188
"304",0.00393988034437474
"305",0.00770348837209304
"306",0.00819750949564875
"307",-0.0210067002074442
"308",0.0047250231379999
"309",0.00606031222728595
"310",0.000939713748735105
"311",0.00158879179605683
"312",0.00562405364481946
"313",-0.0209364020936403
"314",0.00134260954473334
"315",0.00260848366650413
"316",0.0017749896661561
"317",0.0113106796116505
"318",0.00208803340853441
"319",-0.0109692716691016
"320",0.00837873834604683
"321",0.00134482841430322
"322",0.0199774564117322
"323",-0.00540794733129558
"324",-0.0156264775413712
"325",-0.00864574077187244
"326",0.00784902735046865
"327",0.00396606013989384
"328",0.00543478260869561
"329",0.000500059530896622
"330",-0.00164223153084539
"331",0.00688964645862633
"332",-0.0021308836064022
"333",0.00125753333649701
"334",-0.00594800824664089
"335",-4.76780776200025e-05
"336",0.00939302913269441
"337",0.00127538970240912
"338",0.00910506203708075
"339",-0.0051893408134643
"340",0.0017388035152028
"341",0.0108134734471759
"342",0.00570858376070355
"343",-0.00551466346708504
"344",-6.96055684454123e-05
"345",0.0141309139847321
"346",0.0134992907152336
"347",0.02097254831136
"348",-0.00849087893864008
"349",0.0162351419459869
"350",0.0192455397309574
"351",0.00368169487146371
"352",0.0094815196173069
"353",-0.0537197985507554
"354",0.0143046417102693
"355",0.015807651434644
"356",-0.0104616189355303
"357",0.00651953658429152
"358",-0.0231082323077596
"359",0.0129698490211011
"360",-0.00780610778178274
"361",0.00289738789337615
"362",0.0274012178319036
"363",-0.00086522030672055
"364",0.00190513303457382
"365",0.00296030597031052
"366",-0.0245174077904172
"367",0.00351163920667881
"368",0.00464379250390654
"369",0.00328601472134595
"370",0.00200882134591021
"371",0.00560034865983885
"372",-0.0125902008797972
"373",-0.00322608962823164
